proposedItemNum,desiredItemNum,proposedDate,decisionDate,status
2266,5103,2022-04-15,2022-05-26,Accepted
2267,6311,2022-04-26,2022-05-10,Rejected
2269,6755,2022-04-25,2022-04-27,Accepted
2270,656,2022-04-27,2022-05-12,Accepted
2271,3079,2022-04-18,,Pending
2272,6082,2022-04-18,2022-04-25,Accepted
2273,4927,2022-04-15,2022-06-06,Accepted
2275,1352,2022-04-21,2022-05-06,Accepted
2276,5011,2022-04-29,2022-05-04,Rejected
2280,1947,2022-04-25,2022-04-28,Accepted
2282,2534,2022-05-19,2022-06-07,Rejected
2283,3687,2022-04-15,2022-05-09,Accepted
2284,2717,2022-04-18,,Pending
2286,4936,2022-06-03,,Pending
2287,1069,2022-05-09,2022-05-12,Accepted
2288,6728,2022-05-02,,Pending
2291,1239,2022-04-18,2022-05-09,Accepted
2292,2008,2022-04-27,,Pending
2294,270,2022-04-15,2022-04-26,Rejected
2294,1844,2022-04-29,2022-05-11,Accepted
2299,216,2022-04-15,,Pending
2301,5020,2022-04-20,2022-05-13,Accepted
2303,2290,2022-04-19,2022-05-11,Accepted
2304,6049,2022-05-04,2022-05-16,Accepted
2306,3404,2022-05-25,2022-06-01,Rejected
2308,142,2022-04-19,2022-05-03,Accepted
2310,2682,2022-04-27,2022-05-18,Rejected
2311,4724,2022-04-18,2022-05-10,Accepted
2312,829,2022-05-13,2022-05-19,Accepted
2321,1586,2022-04-20,2022-05-30,Accepted
2322,4192,2022-05-30,2022-06-02,Rejected
2326,712,2022-04-25,2022-05-02,Accepted
2331,3908,2022-04-18,,Pending
2332,494,2022-05-26,,Pending
2333,2609,2022-05-04,2022-05-17,Accepted
2335,6820,2022-04-21,2022-04-22,Accepted
2342,6528,2022-04-15,2022-04-20,Rejected
2344,6486,2022-04-18,2022-04-22,Rejected
2350,6819,2022-04-29,2022-05-12,Accepted
2352,3895,2022-05-13,2022-05-30,Accepted
2352,4770,2022-05-03,2022-05-05,Rejected
2353,2669,2022-04-15,2022-04-27,Accepted
2356,2591,2022-05-31,2022-06-01,Accepted
2357,4141,2022-06-08,,Pending
2360,1701,2022-04-22,2022-05-02,Accepted
2363,846,2022-04-15,2022-05-02,Accepted
2365,696,2022-05-16,2022-06-14,Rejected
2367,7409,2022-05-31,2022-06-08,Accepted
2368,2497,2022-06-09,,Pending
2370,7064,2022-04-20,2022-04-26,Accepted
2373,152,2022-04-18,2022-05-16,Accepted
2376,3350,2022-04-29,2022-06-01,Rejected
2377,2520,2022-04-19,2022-05-10,Accepted
2380,6487,2022-04-15,2022-04-25,Accepted
2381,4019,2022-06-14,,Pending
2383,3307,2022-04-18,2022-04-21,Rejected
2383,7417,2022-04-21,2022-05-24,Rejected
2384,2259,2022-04-15,2022-05-18,Rejected
2385,3128,2022-05-12,2022-06-13,Accepted
2390,6254,2022-04-25,2022-04-26,Accepted
2391,2958,2022-06-02,,Pending
2392,2563,2022-04-21,2022-05-31,Rejected
2394,2663,2022-06-13,,Pending
2397,1668,2022-05-06,2022-05-09,Accepted
2398,6345,2022-04-22,,Pending
2399,3454,2022-05-06,2022-05-11,Rejected
2400,7367,2022-04-21,2022-04-22,Accepted
2402,1118,2022-04-21,2022-04-22,Rejected
2402,4748,2022-04-27,2022-05-24,Accepted
2405,5561,2022-04-20,2022-05-04,Accepted
2406,5998,2022-04-22,2022-05-19,Accepted
2413,2894,2022-05-03,2022-06-10,Rejected
2415,5715,2022-04-21,,Pending
2417,177,2022-04-18,2022-05-05,Rejected
2419,6701,2022-04-22,,Pending
2421,5932,2022-05-02,2022-06-13,Accepted
2422,451,2022-05-10,2022-05-13,Rejected
2424,3117,2022-04-26,2022-05-09,Accepted
2425,1615,2022-04-15,,Pending
2427,6475,2022-04-19,2022-04-29,Rejected
2428,2366,2022-04-29,2022-05-13,Accepted
2434,823,2022-04-18,2022-04-21,Accepted
2435,6685,2022-05-30,,Pending
2436,6891,2022-04-29,,Pending
2438,4523,2022-04-22,,Pending
2440,6403,2022-05-13,2022-05-17,Accepted
2441,404,2022-04-15,2022-04-21,Accepted
2443,1364,2022-04-26,2022-05-10,Accepted
2445,6191,2022-04-18,2022-04-26,Accepted
2447,6151,2022-04-21,2022-05-11,Accepted
2448,6551,2022-04-15,2022-05-10,Accepted
2450,2734,2022-04-19,2022-05-13,Accepted
2451,2514,2022-05-05,,Pending
2453,5141,2022-04-15,,Pending
2454,5416,2022-04-22,2022-05-11,Accepted
2457,4856,2022-04-21,2022-05-06,Accepted
2460,2543,2022-06-03,,Pending
2461,244,2022-04-18,2022-05-24,Rejected
2462,3905,2022-05-06,,Pending
2463,2026,2022-05-02,2022-05-11,Accepted
2464,1597,2022-04-22,2022-05-24,Accepted
2465,58,2022-05-09,,Pending
2466,2297,2022-04-19,2022-04-20,Accepted
2468,499,2022-05-04,2022-06-10,Accepted
2469,6640,2022-04-15,2022-05-26,Accepted
2471,188,2022-04-29,2022-05-13,Rejected
2473,5401,2022-04-28,2022-05-10,Rejected
2476,6542,2022-04-21,2022-05-05,Accepted
2479,759,2022-04-26,2022-05-02,Rejected
2480,2407,2022-05-04,2022-05-10,Rejected
2484,157,2022-04-15,,Pending
2486,6028,2022-05-05,2022-05-10,Accepted
2487,1436,2022-05-04,2022-05-16,Accepted
2489,297,2022-04-20,2022-05-20,Accepted
2490,1735,2022-05-03,2022-06-07,Rejected
2493,3800,2022-04-19,2022-05-18,Accepted
2498,6970,2022-04-15,2022-05-10,Accepted
2499,1021,2022-05-05,2022-05-12,Accepted
2500,4922,2022-05-11,2022-05-13,Accepted
2500,5677,2022-04-18,2022-05-04,Rejected
2501,6190,2022-04-19,2022-05-05,Accepted
2505,2932,2022-06-09,,Pending
2506,3689,2022-04-21,2022-04-25,Rejected
2506,5465,2022-05-17,2022-06-06,Rejected
2507,1658,2022-05-06,,Pending
2509,340,2022-05-05,2022-05-16,Rejected
2509,543,2022-06-14,,Pending
2510,5484,2022-04-21,2022-05-11,Accepted
2511,6821,2022-04-26,2022-05-04,Rejected
2512,7260,2022-04-20,2022-06-01,Accepted
2514,1259,2022-04-22,2022-05-03,Rejected
2515,5970,2022-06-14,,Pending
2518,2182,2022-04-19,2022-06-03,Rejected
2521,4346,2022-04-15,2022-04-18,Accepted
2522,3705,2022-04-19,,Pending
2523,5102,2022-05-20,2022-06-02,Accepted
2524,6972,2022-06-13,,Pending
2525,4157,2022-05-25,2022-05-31,Rejected
2529,5552,2022-05-12,2022-06-07,Rejected
2530,1464,2022-05-17,,Pending
2530,1532,2022-04-15,2022-05-03,Rejected
2531,7033,2022-04-18,2022-05-18,Accepted
2538,2606,2022-04-21,2022-05-30,Rejected
2542,6256,2022-06-06,,Pending
2545,5129,2022-05-03,2022-06-10,Rejected
2547,4980,2022-04-18,2022-06-03,Accepted
2548,894,2022-04-19,2022-05-10,Rejected
2549,2936,2022-04-21,,Pending
2550,7210,2022-05-04,,Pending
2551,3642,2022-05-20,2022-06-10,Accepted
2552,374,2022-05-05,,Pending
2553,5268,2022-04-19,,Pending
2554,1925,2022-04-15,2022-04-21,Accepted
2555,2668,2022-06-07,,Pending
2556,6459,2022-04-27,2022-05-31,Rejected
2557,4769,2022-04-15,2022-06-02,Accepted
2561,3615,2022-06-03,,Pending
2566,1728,2022-04-22,2022-05-09,Rejected
2567,703,2022-04-18,2022-06-10,Rejected
2568,5947,2022-04-28,2022-05-20,Rejected
2569,2080,2022-04-19,2022-05-04,Rejected
2570,2820,2022-04-20,2022-04-27,Accepted
2571,3764,2022-06-10,,Pending
2572,2873,2022-06-06,,Pending
2574,7396,2022-04-19,2022-04-29,Rejected
2578,226,2022-05-18,,Pending
2582,2862,2022-04-15,2022-05-09,Accepted
2583,6483,2022-05-16,2022-05-26,Accepted
2588,4776,2022-05-03,2022-05-27,Rejected
2591,2816,2022-04-18,2022-04-27,Rejected
2597,7278,2022-04-15,2022-04-21,Accepted
2598,5738,2022-04-26,2022-05-25,Accepted
2600,3625,2022-04-20,2022-04-28,Accepted
2602,5059,2022-05-24,,Pending
2603,2692,2022-04-15,2022-04-21,Accepted
2604,7356,2022-04-19,2022-04-28,Accepted
2607,5615,2022-04-28,2022-05-09,Accepted
2611,175,2022-04-22,2022-05-04,Accepted
2620,5046,2022-05-31,,Pending
2622,2546,2022-05-03,2022-06-06,Accepted
2624,2388,2022-04-15,2022-05-24,Rejected
2629,4977,2022-04-18,2022-05-06,Accepted
2632,6344,2022-04-15,2022-05-10,Accepted
2633,3455,2022-05-13,2022-05-24,Rejected
2635,4720,2022-04-27,2022-05-05,Accepted
2642,4388,2022-05-11,,Pending
2643,3341,2022-04-21,2022-05-12,Rejected
2643,3476,2022-05-13,,Pending
2644,3968,2022-04-25,2022-05-11,Accepted
2645,1540,2022-05-16,2022-06-14,Accepted
2645,2149,2022-04-20,2022-04-21,Rejected
2646,2302,2022-04-15,,Pending
2647,6958,2022-05-03,,Pending
2649,467,2022-04-21,,Pending
2652,5576,2022-05-04,2022-05-24,Rejected
2653,527,2022-04-15,2022-05-17,Rejected
2654,327,2022-05-06,2022-05-17,Accepted
2659,3555,2022-04-19,2022-05-06,Accepted
2664,550,2022-06-07,,Pending
2665,3521,2022-04-18,2022-04-27,Accepted
2667,2133,2022-05-11,2022-05-30,Accepted
2673,3615,2022-04-15,2022-04-19,Rejected
2676,3489,2022-04-28,,Pending
2677,1543,2022-05-06,2022-05-10,Accepted
2678,2729,2022-04-18,2022-05-06,Rejected
2680,6331,2022-04-19,2022-05-02,Rejected
2681,6852,2022-05-30,,Pending
2682,3725,2022-06-14,,Pending
2682,5680,2022-05-19,2022-06-08,Rejected
2688,5408,2022-04-28,2022-05-05,Accepted
2689,3296,2022-05-10,,Pending
2690,2138,2022-04-15,2022-04-18,Accepted
2691,1454,2022-04-19,2022-04-28,Rejected
2691,7272,2022-06-14,,Pending
2695,1523,2022-04-18,2022-04-19,Accepted
2696,2078,2022-04-25,2022-05-12,Accepted
2697,1643,2022-04-29,2022-05-06,Accepted
2698,2309,2022-05-05,2022-06-03,Rejected
2699,4029,2022-04-29,2022-05-16,Accepted
2700,4901,2022-04-15,2022-05-03,Accepted
2701,1924,2022-05-24,2022-06-06,Rejected
2703,886,2022-05-10,,Pending
2706,1390,2022-04-19,2022-04-26,Accepted
2710,379,2022-04-15,2022-04-18,Rejected
2710,2823,2022-04-18,2022-05-09,Rejected
2710,5657,2022-06-13,,Pending
2711,4272,2022-06-08,,Pending
2713,1927,2022-05-09,2022-06-14,Accepted
2714,4271,2022-04-15,2022-05-24,Accepted
2715,1251,2022-05-06,2022-06-07,Rejected
2716,671,2022-04-21,2022-05-20,Accepted
2721,447,2022-04-19,2022-04-20,Accepted
2722,6987,2022-04-26,2022-05-03,Accepted
2724,2538,2022-05-30,,Pending
2726,4631,2022-04-15,2022-05-04,Accepted
2727,3635,2022-04-21,2022-04-27,Accepted
2728,33,2022-06-01,,Pending
2728,4691,2022-05-18,2022-05-26,Rejected
2729,2685,2022-05-11,,Pending
2730,6981,2022-06-03,2022-06-09,Accepted
2731,4103,2022-04-20,2022-05-31,Accepted
2732,3518,2022-05-09,2022-06-08,Accepted
2732,6635,2022-04-18,2022-04-26,Rejected
2737,895,2022-05-04,2022-05-24,Accepted
2741,1312,2022-05-02,2022-05-10,Rejected
2742,1347,2022-05-23,,Pending
2745,716,2022-05-18,2022-05-20,Rejected
2745,5651,2022-05-20,2022-06-13,Rejected
2746,1095,2022-05-05,,Pending
2749,6059,2022-05-31,,Pending
2751,1936,2022-04-20,2022-05-16,Accepted
2755,1138,2022-04-18,2022-04-20,Accepted
2760,4556,2022-04-15,2022-04-19,Accepted
2761,5463,2022-04-26,,Pending
2762,1864,2022-04-15,2022-04-19,Accepted
2763,31,2022-04-18,2022-04-25,Rejected
2767,2339,2022-04-21,2022-05-02,Rejected
2769,1770,2022-04-25,2022-05-23,Rejected
2769,2874,2022-06-09,,Pending
2770,457,2022-05-30,,Pending
2771,4787,2022-04-20,2022-06-01,Accepted
2773,2496,2022-04-15,2022-06-14,Rejected
2776,6721,2022-05-25,2022-06-09,Accepted
2777,5929,2022-04-22,2022-05-13,Rejected
2778,1141,2022-05-05,2022-05-25,Rejected
2779,5471,2022-05-19,,Pending
2780,1129,2022-04-25,2022-05-27,Accepted
2781,53,2022-04-29,2022-06-06,Rejected
2781,2653,2022-06-08,2022-06-13,Rejected
2782,6173,2022-05-09,2022-06-08,Rejected
2783,2104,2022-05-02,2022-05-12,Rejected
2786,5936,2022-04-18,2022-05-03,Accepted
2787,3916,2022-06-09,,Pending
2791,4317,2022-05-31,,Pending
2792,1164,2022-05-02,2022-05-17,Rejected
2792,3656,2022-04-15,2022-04-27,Rejected
2793,4745,2022-05-05,2022-05-10,Accepted
2798,7221,2022-04-22,,Pending
2801,5543,2022-04-20,2022-04-22,Accepted
2802,3199,2022-04-18,,Pending
2804,5399,2022-05-24,,Pending
2805,2015,2022-05-18,,Pending
2807,3409,2022-04-18,,Pending
2808,5000,2022-04-26,2022-06-13,Accepted
2810,52,2022-04-29,2022-05-11,Accepted
2811,1340,2022-05-13,,Pending
2811,3086,2022-04-15,2022-04-26,Rejected
2813,2217,2022-04-18,2022-05-06,Accepted
2816,2825,2022-05-26,2022-06-01,Accepted
2817,4747,2022-04-15,2022-05-09,Accepted
2818,3904,2022-06-10,,Pending
2819,194,2022-04-25,2022-04-28,Rejected
2822,5859,2022-04-25,2022-05-13,Accepted
2825,887,2022-04-21,2022-05-13,Rejected
2826,1836,2022-05-27,,Pending
2827,2139,2022-05-02,,Pending
2828,5172,2022-05-19,2022-05-31,Accepted
2829,5716,2022-05-20,,Pending
2833,7336,2022-04-19,2022-05-05,Accepted
2835,1474,2022-04-18,2022-05-02,Rejected
2839,1118,2022-04-22,2022-05-18,Rejected
2843,5537,2022-05-10,2022-06-06,Accepted
2844,5572,2022-04-15,2022-06-01,Rejected
2846,5577,2022-04-21,2022-05-23,Rejected
2847,3527,2022-04-25,2022-06-03,Accepted
2851,923,2022-04-15,2022-05-25,Rejected
2851,6528,2022-06-07,,Pending
2854,1146,2022-04-20,2022-05-23,Accepted
2858,2068,2022-04-25,,Pending
2860,7285,2022-04-18,2022-06-14,Accepted
2865,5486,2022-04-20,2022-05-04,Rejected
2866,3140,2022-04-18,2022-04-26,Accepted
2868,579,2022-05-04,2022-05-06,Accepted
2869,3148,2022-04-22,2022-04-25,Rejected
2869,3729,2022-04-28,2022-05-20,Accepted
2871,377,2022-04-25,,Pending
2875,6629,2022-05-20,,Pending
2877,1825,2022-04-27,2022-05-25,Accepted
2878,5642,2022-04-21,2022-04-28,Accepted
2879,957,2022-05-26,,Pending
2879,1810,2022-04-22,2022-05-09,Rejected
2881,4828,2022-04-18,2022-05-13,Rejected
2882,6590,2022-05-04,2022-05-30,Accepted
2886,3931,2022-04-15,2022-04-29,Rejected
2887,847,2022-06-02,2022-06-13,Accepted
2888,3284,2022-05-12,,Pending
2889,7027,2022-04-19,2022-04-26,Accepted
2893,4423,2022-05-31,,Pending
2895,5392,2022-04-19,2022-04-22,Accepted
2896,3273,2022-05-02,,Pending
2896,6892,2022-04-21,2022-04-27,Rejected
2897,1745,2022-04-27,,Pending
2900,6102,2022-04-20,2022-04-25,Rejected
2902,5397,2022-04-15,2022-04-19,Accepted
2905,1973,2022-04-25,2022-05-13,Rejected
2914,7280,2022-05-11,2022-05-26,Rejected
2915,3247,2022-04-22,2022-05-24,Rejected
2918,4533,2022-05-18,,Pending
2920,6863,2022-04-20,2022-06-09,Rejected
2922,6262,2022-06-09,,Pending
2923,2619,2022-04-15,,Pending
2924,3793,2022-05-17,,Pending
2924,7401,2022-04-21,2022-05-17,Rejected
2925,6,2022-04-27,2022-05-25,Rejected
2927,2063,2022-04-19,2022-04-28,Accepted
2931,591,2022-05-19,,Pending
2932,5881,2022-04-26,2022-05-19,Rejected
2934,7185,2022-04-15,,Pending
2937,5622,2022-04-18,,Pending
2938,255,2022-05-03,2022-05-30,Rejected
2942,4330,2022-04-22,2022-04-28,Rejected
2944,6603,2022-05-06,,Pending
2946,282,2022-04-19,,Pending
2949,1870,2022-05-03,2022-05-04,Accepted
2950,2316,2022-04-15,2022-05-04,Accepted
2954,716,2022-05-26,,Pending
2955,3416,2022-05-13,2022-05-19,Rejected
2956,4988,2022-04-15,2022-04-18,Accepted
2958,925,2022-04-22,2022-05-13,Rejected
2959,3029,2022-05-31,,Pending
2966,3089,2022-04-15,2022-04-21,Accepted
2967,625,2022-04-26,2022-05-17,Accepted
2969,485,2022-06-06,2022-06-10,Rejected
2970,660,2022-04-22,2022-04-26,Accepted
2972,6931,2022-04-20,2022-04-26,Accepted
2974,2707,2022-05-06,2022-05-16,Accepted
2975,3338,2022-04-19,2022-05-09,Rejected
2976,4695,2022-04-15,2022-05-17,Accepted
2980,492,2022-05-13,2022-05-26,Accepted
2982,86,2022-04-20,2022-06-03,Rejected
2984,6297,2022-04-15,,Pending
2991,3314,2022-04-15,2022-04-20,Accepted
2993,4051,2022-04-22,2022-05-02,Rejected
2994,5270,2022-04-25,2022-05-04,Accepted
2997,5969,2022-06-03,,Pending
2999,389,2022-04-15,2022-05-18,Accepted
3000,4887,2022-05-24,,Pending
3001,7039,2022-04-18,2022-05-04,Rejected
3002,4446,2022-04-22,2022-05-24,Rejected
3004,5867,2022-06-02,,Pending
3005,6128,2022-05-02,,Pending
3006,3241,2022-05-11,2022-05-19,Accepted
3007,1275,2022-04-22,2022-05-06,Accepted
3008,4637,2022-04-18,2022-05-17,Accepted
3010,5601,2022-05-04,2022-06-09,Rejected
3012,4135,2022-04-19,2022-05-16,Rejected
3012,6175,2022-05-30,,Pending
3016,1905,2022-05-06,,Pending
3021,2945,2022-04-15,2022-04-19,Accepted
3024,5960,2022-04-15,2022-04-25,Rejected
3025,3255,2022-06-09,2022-06-10,Rejected
3027,4439,2022-04-25,,Pending
3033,7155,2022-04-27,2022-04-29,Accepted
3037,93,2022-04-25,2022-05-16,Accepted
3041,4500,2022-04-26,2022-05-04,Rejected
3041,7277,2022-06-09,2022-06-14,Accepted
3042,1168,2022-05-26,2022-06-09,Accepted
3043,1637,2022-05-16,2022-05-30,Rejected
3046,5418,2022-06-06,2022-06-14,Accepted
3049,7238,2022-04-25,2022-05-02,Accepted
3050,5841,2022-04-19,2022-04-29,Rejected
3050,7378,2022-06-07,,Pending
3051,5678,2022-04-28,2022-05-16,Rejected
3053,7194,2022-05-03,2022-06-09,Accepted
3054,497,2022-04-19,,Pending
3059,3206,2022-05-02,2022-06-09,Accepted
3062,4047,2022-05-31,2022-06-07,Rejected
3063,5807,2022-06-01,,Pending
3064,2775,2022-04-22,2022-05-04,Accepted
3064,5295,2022-04-18,2022-04-22,Rejected
3065,6873,2022-04-22,2022-05-10,Accepted
3066,5128,2022-04-15,2022-05-11,Accepted
3068,1604,2022-04-25,2022-05-10,Accepted
3073,159,2022-05-13,2022-05-19,Accepted
3074,1700,2022-05-10,,Pending
3080,1834,2022-04-25,2022-05-09,Accepted
3081,4334,2022-05-04,2022-05-09,Accepted
3082,5934,2022-04-19,2022-04-20,Accepted
3083,1182,2022-04-15,2022-05-09,Accepted
3085,751,2022-04-29,2022-06-02,Accepted
3086,3149,2022-04-28,,Pending
3088,243,2022-04-19,2022-05-05,Accepted
3092,5649,2022-04-25,2022-04-28,Accepted
3093,439,2022-04-22,,Pending
3094,4817,2022-05-27,2022-06-02,Accepted
3095,5150,2022-04-15,2022-04-18,Rejected
3096,358,2022-04-20,2022-05-05,Rejected
3097,4553,2022-06-13,,Pending
3098,1737,2022-04-21,2022-05-04,Accepted
3099,4230,2022-04-28,2022-04-29,Accepted
3104,2279,2022-04-19,2022-04-28,Accepted
3108,4599,2022-04-28,2022-06-02,Accepted
3113,4287,2022-04-26,,Pending
3116,2911,2022-04-15,2022-06-14,Accepted
3119,326,2022-05-16,,Pending
3119,5060,2022-04-18,2022-05-05,Rejected
3122,1683,2022-04-15,2022-06-06,Accepted
3127,76,2022-05-18,2022-06-09,Accepted
3130,6663,2022-05-02,,Pending
3131,2790,2022-04-26,2022-05-13,Accepted
3132,1895,2022-05-16,,Pending
3135,2781,2022-04-15,2022-04-29,Rejected
3141,4532,2022-05-31,2022-06-07,Accepted
3141,7022,2022-05-06,2022-05-13,Rejected
3143,6414,2022-04-27,2022-04-28,Rejected
3146,2375,2022-04-26,2022-05-05,Accepted
3147,668,2022-04-27,2022-05-27,Rejected
3147,1170,2022-05-31,2022-06-09,Rejected
3150,2371,2022-04-22,2022-06-10,Rejected
3151,4957,2022-04-27,2022-06-02,Rejected
3153,6424,2022-04-19,2022-05-03,Accepted
3162,4262,2022-05-10,2022-05-12,Rejected
3164,194,2022-06-08,,Pending
3167,48,2022-04-26,2022-05-18,Accepted
3167,2552,2022-04-15,2022-04-20,Rejected
3169,6373,2022-06-06,,Pending
3170,2051,2022-04-20,,Pending
3171,1572,2022-04-21,2022-04-22,Accepted
3174,6169,2022-04-19,,Pending
3176,1422,2022-04-15,2022-05-09,Rejected
3180,3909,2022-05-16,2022-05-18,Accepted
3181,202,2022-04-20,2022-05-06,Accepted
3183,6592,2022-05-26,,Pending
3185,5473,2022-04-22,2022-04-27,Accepted
3187,4424,2022-04-27,2022-05-04,Accepted
3188,6109,2022-05-18,2022-05-25,Rejected
3189,7299,2022-05-27,2022-06-03,Rejected
3190,4849,2022-04-15,2022-04-22,Rejected
3191,975,2022-04-18,2022-04-28,Accepted
3192,6118,2022-05-30,,Pending
3193,7268,2022-05-16,,Pending
3195,2401,2022-04-15,2022-04-20,Accepted
3198,3282,2022-04-22,2022-04-26,Accepted
3200,6083,2022-04-19,2022-04-20,Rejected
3201,6937,2022-05-06,2022-05-12,Accepted
3202,6022,2022-05-16,2022-06-13,Accepted
3205,1093,2022-06-08,,Pending
3205,6843,2022-04-15,2022-04-26,Rejected
3208,4851,2022-04-18,2022-06-02,Rejected
3210,6828,2022-05-25,2022-06-07,Rejected
3211,5066,2022-04-29,,Pending
3212,2777,2022-06-01,,Pending
3214,5842,2022-04-25,2022-05-03,Rejected
3215,5598,2022-04-19,,Pending
3216,5795,2022-04-26,2022-04-28,Rejected
3219,1553,2022-04-19,2022-05-05,Accepted
3220,3917,2022-04-21,2022-05-10,Accepted
3223,682,2022-04-27,2022-05-04,Accepted
3225,4001,2022-04-18,2022-04-29,Accepted
3228,4298,2022-05-27,2022-06-09,Accepted
3228,4636,2022-04-20,2022-05-11,Rejected
3231,6165,2022-05-26,,Pending
3234,1912,2022-04-15,2022-04-18,Accepted
3235,7188,2022-04-21,2022-04-29,Accepted
3236,4418,2022-04-27,2022-05-27,Accepted
3237,2202,2022-04-18,2022-05-31,Accepted
3239,7243,2022-04-28,2022-05-04,Accepted
3242,1793,2022-04-15,2022-04-29,Rejected
3243,1190,2022-04-19,2022-05-30,Accepted
3244,512,2022-04-26,2022-04-27,Rejected
3244,3751,2022-05-19,2022-06-01,Accepted
3245,4485,2022-06-06,,Pending
3245,6314,2022-04-28,2022-05-26,Rejected
3246,1131,2022-04-15,2022-05-02,Accepted
3248,5818,2022-05-05,2022-05-13,Accepted
3251,6230,2022-04-19,2022-04-21,Rejected
3254,502,2022-05-12,2022-05-18,Accepted
3256,6249,2022-05-19,,Pending
3258,5410,2022-04-26,,Pending
3261,2258,2022-06-09,,Pending
3266,1685,2022-04-15,2022-06-08,Accepted
3268,558,2022-05-02,,Pending
3269,3519,2022-04-20,2022-05-13,Accepted
3270,6156,2022-04-22,2022-06-10,Accepted
3271,5041,2022-05-17,,Pending
3271,6879,2022-04-18,2022-05-04,Rejected
3272,2579,2022-04-28,,Pending
3274,1487,2022-05-03,,Pending
3275,5812,2022-04-20,2022-04-27,Rejected
3276,2059,2022-04-21,2022-05-13,Rejected
3279,3778,2022-04-27,2022-05-10,Accepted
3280,4121,2022-04-15,2022-05-06,Accepted
3283,6812,2022-04-18,,Pending
3285,5704,2022-04-26,2022-05-11,Accepted
3287,532,2022-05-23,,Pending
3288,5366,2022-06-13,,Pending
3289,1423,2022-04-25,2022-04-29,Rejected
3290,6600,2022-05-02,2022-05-17,Accepted
3291,3545,2022-05-16,,Pending
3292,6615,2022-04-26,,Pending
3293,89,2022-05-31,,Pending
3293,7171,2022-05-06,2022-05-30,Rejected
3294,794,2022-04-19,2022-05-05,Accepted
3298,3734,2022-04-25,2022-05-04,Rejected
3300,2054,2022-05-06,2022-05-13,Rejected
3302,3694,2022-04-15,2022-05-09,Accepted
3305,2541,2022-05-04,2022-06-01,Accepted
3307,3412,2022-05-23,2022-06-02,Rejected
3309,5353,2022-05-31,2022-06-13,Accepted
3311,472,2022-04-15,2022-04-20,Accepted
3312,3490,2022-05-31,2022-06-07,Accepted
3313,5443,2022-04-18,2022-04-19,Accepted
3315,1934,2022-04-15,,Pending
3318,3848,2022-05-03,2022-05-04,Rejected
3319,4189,2022-04-19,2022-05-02,Accepted
3320,1642,2022-05-06,2022-05-10,Rejected
3320,3303,2022-06-02,,Pending
3321,7302,2022-05-03,2022-05-20,Accepted
3323,4372,2022-04-18,,Pending
3324,684,2022-04-25,2022-04-28,Accepted
3329,2615,2022-04-19,2022-05-02,Accepted
3330,4820,2022-06-06,2022-06-08,Rejected
3331,3275,2022-05-11,,Pending
3333,1748,2022-04-21,,Pending
3337,3967,2022-04-29,2022-05-05,Rejected
3343,4026,2022-04-21,2022-04-26,Accepted
3347,3022,2022-04-18,2022-05-05,Accepted
3348,111,2022-05-26,2022-06-14,Accepted
3349,2081,2022-05-20,2022-05-27,Rejected
3353,234,2022-04-15,,Pending
3358,881,2022-04-15,2022-05-04,Accepted
3359,7146,2022-04-20,2022-05-20,Accepted
3360,4727,2022-04-22,2022-06-02,Accepted
3362,1201,2022-04-27,,Pending
3363,4479,2022-05-13,,Pending
3364,5992,2022-05-30,,Pending
3365,7307,2022-04-21,,Pending
3366,2577,2022-04-18,2022-04-26,Accepted
3367,6829,2022-04-15,2022-05-16,Accepted
3369,3105,2022-05-19,2022-05-20,Rejected
3369,5290,2022-05-20,2022-06-14,Rejected
3371,6220,2022-04-19,2022-05-09,Accepted
3372,4079,2022-04-15,,Pending
3373,4651,2022-04-28,2022-05-17,Accepted
3376,3176,2022-05-27,,Pending
3378,861,2022-04-27,,Pending
3381,4581,2022-05-23,2022-05-26,Rejected
3382,2725,2022-04-19,2022-05-03,Accepted
3384,649,2022-04-15,,Pending
3385,6586,2022-06-13,,Pending
3386,2159,2022-05-02,2022-05-09,Accepted
3389,4375,2022-05-09,,Pending
3391,493,2022-05-30,2022-06-03,Rejected
3391,5976,2022-06-14,,Pending
3395,4071,2022-04-19,2022-05-17,Accepted
3396,1204,2022-04-27,2022-05-02,Rejected
3397,6084,2022-05-27,2022-06-10,Accepted
3399,7072,2022-04-18,2022-05-18,Rejected
3401,4132,2022-04-15,2022-04-22,Accepted
3402,5559,2022-05-13,2022-05-16,Accepted
3403,5364,2022-04-22,,Pending
3404,4462,2022-04-19,2022-05-24,Rejected
3405,5293,2022-04-20,2022-06-08,Accepted
3407,316,2022-05-09,,Pending
3408,1373,2022-04-28,2022-05-19,Rejected
3408,2842,2022-05-24,2022-06-09,Rejected
3412,3504,2022-04-15,2022-05-19,Rejected
3414,4837,2022-05-26,,Pending
3419,6846,2022-04-21,2022-05-09,Accepted
3420,1980,2022-04-18,2022-05-11,Rejected
3421,4283,2022-05-24,2022-06-07,Accepted
3422,1451,2022-05-23,,Pending
3422,2221,2022-05-12,2022-05-13,Rejected
3426,397,2022-04-29,2022-05-16,Accepted
3433,40,2022-04-19,2022-05-05,Rejected
3435,1277,2022-05-20,2022-06-08,Accepted
3436,2947,2022-04-18,2022-04-28,Accepted
3437,1266,2022-05-04,2022-06-07,Accepted
3439,2518,2022-06-07,,Pending
